3,1,4
3,2,10
2,2,6
2,3,9
1,3,5
1,4,3
0,4,1
4,1,5
4,2,6
3,3,6
2,4,3
5,1,2
5,2,1
4,3,1
3,4,1
3,0,1
2,1,1
1,2,1
0,3,1
4,0,2
5,0,1
