3,1,7
3,2,10
2,2,9
2,3,9
1,3,5
1,4,3
0,4,1
4,1,5
4,2,5
3,3,7
2,4,3
5,1,1
5,2,1
4,3,2
3,4,1
3,0,1
2,1,3
1,2,3
0,3,1
4,0,2
5,0,1
