2,3,6
1,4,1
1,5,3
0,5,1
3,3,6
2,4,6
2,5,3
3,4,3
3,5,1
2,2,5
3,2,11
4,2,8
3,1,1
1,3,2
4,1,2
5,1,1
5,2,2
4,3,1
3,0,1
4,0,2
5,0,1
