3,2,16
3,3,15
2,4,12
1,4,8
1,5,3
0,5,1
4,2,11
4,3,7
3,4,7
2,5,3
5,2,3
5,3,1
4,4,1
3,5,1
3,1,5
2,2,8
2,3,16
1,3,7
0,4,2
4,1,7
5,1,3
3,0,1
2,1,1
1,2,1
0,3,1
4,0,2
5,0,1
