2,0,1
1,1,2
0,2,1
2,1,9
1,2,9
0,3,3
2,2,24
1,3,15
0,4,3
2,3,28
1,4,11
0,5,1
3,0,3
3,1,15
3,2,28
3,3,24
2,4,15
1,5,3
4,0,3
4,1,11
4,2,15
4,3,9
3,4,9
2,5,3
5,0,1
5,1,3
5,2,3
5,3,1
4,4,2
3,5,1
